ox,oy,dx,dy
454456.6231686807,4425107.5562883215,453729.5057960303,4427428.4034345215
454497.19754043774,4427609.13576778,454301.98833239486,4427655.813588126
455895.15835449414,4426076.949053736,442302.27996101,4401551.255110611
442373.35817250004,4401548.501078164,444347.88201027684,4401081.074933881
444828.46031390043,4402509.410909714,441300.85109842865,4416387.770179087
441623.5414639445,4416436.354805772,448418.5525765256,4424764.235498924
447718.18678909016,4425871.20252224,442304.13852492947,4437279.892350518
441644.94416405587,4436265.957622606,445012.7713844685,4435147.46960206
444719.96244658093,4434874.319870149,441812.95565285545,4436269.107426441
439610.6500034779,4433733.316038749,442611.0859985827,4416219.087237259
442044.7291050108,4420335.778331293,442613.6255873841,4417921.746318891
458555.1424454931,4408022.420076111,453072.44924745476,4412752.363493959
455972.8986846123,4412311.120840224,454769.56161980034,4412919.722596632
455845.15946761996,4418769.407022588,453498.81859395746,4419700.153238865
453620.1768604417,4419842.596433036,452644.4713937782,4416565.396404704
452822.2510747874,4416558.746283009,448956.16141955735,4420621.596315253
449114.69336996565,4421202.150747072,450756.68852500257,4421575.411083763
454266.06696821435,4420389.225527309,455221.9396251563,4424993.133271562
454871.39499844715,4424921.946162282,454485.09650649526,4420723.116394552
455849.0858161538,4418709.447998017,456264.1016621621,4418946.803113725
455810.2782094822,4415252.245037518,454820.63654074335,4408677.306822719
449332.31027185725,4412790.664885621,451188.77107278106,4418603.532408949
451525.38823187933,4419390.554945613,453618.21115560556,4417550.590186439
453808.19030175987,4417586.066051644,454849.5620875197,4416469.904892298
455214.684460568,4415899.471415931,461074.6575939123,4419253.7223662725
458628.5885833015,4418107.831617643,455758.8495993988,4416558.926589797
455857.17433076486,4416412.957031741,454628.8224764492,4414425.6152485665
454370.67857977,4414014.259628357,453587.08201362984,4417491.952878572
461564.5275159265,4407556.102213969,445316.8008624444,4426427.516497813
440695.9271549417,4425994.812399127,444001.4307345458,4414608.213372712
444655.0773478793,4415241.672458638,446019.064710236,4416350.74074016
446018.8714804813,4417169.8854995025,434336.29795605753,4416887.36340735
437874.1114550494,4416802.259432951,441296.5339013364,4416382.25355497
441815.5814175219,4416393.820624731,451488.18853574095,4410701.114402375
451474.1689055996,4411458.173932157,448544.8219895146,4411942.383179683
450767.1829012349,4412731.343178233,440833.07703389553,4400203.882076184
442282.92277301213,4400116.258398103,444433.43972683133,4428696.03919135
449945.0113419676,4420397.492085638,450903.66207946435,4412006.790439183
451873.3801172094,4411546.665597862,452542.86506074603,4412041.949075397
458421.55539317016,4408008.715520247,449802.4998475008,4416657.916153613
451512.1253992878,4415956.48795489,441834.83778950636,4420825.7620240925
444707.7735148805,4414252.325254427,451112.12677438156,4421446.589633773
452184.09266070276,4422222.3023357205,441430.8395853013,4416392.321918562
445550.6422417014,4415523.823565206,445679.4314730543,4416680.584565054
454162.32216133975,4414921.207462566,455960.09032034467,4416617.699392677
455923.8015662404,4416551.313113919,451659.61063826806,4419128.8670549905
454628.7300740806,4416713.178611402,453552.8145516029,4418884.020326806
453685.63215827435,4419222.853615736,454322.5071083426,4417827.156400179
454323.34855672915,4417824.931498451,473491.97280845355,4417618.863642861
463954.83327946847,4405875.195142945,454479.09840954014,4412546.29232346
455121.6565464877,4430430.252392438,451636.5490432339,4423441.149616394
452511.94948604057,4413399.583131258,450484.0767698722,4412865.253507055
450333.50225521275,4412859.570642027,442393.1948814086,4414308.271616001
442453.954150176,4414200.148164256,440094.5379587524,4419441.780178912
439938.0910405492,4419435.240445563,437397.70948036975,4417402.206645845
437389.9536481061,4415934.885349015,446279.13181426504,4412724.933566736
446023.5347219597,4412746.712786842,452905.5741434489,4422022.460391496
451291.90456761874,4421235.659198996,445152.8843470816,4415501.140359904
445999.60264619946,4414443.987562581,451449.7561378032,4419323.329411251
451687.948061711,4417800.08940229,447208.46035471826,4412165.709991752
447847.85452173644,4410091.291698082,447007.027231057,4421713.768394491
445965.13067968725,4414285.508925854,446698.4658218316,4413245.891274528
447721.1356849524,4412832.590808247,448923.12018848496,4422704.087334603
449502.5464199701,4423001.023184777,454253.98939812224,4426345.251892079
454333.26728886314,4426039.540257683,443899.72426818195,4420431.794438965
444227.8786802518,4420201.845617598,441470.09749562514,4415936.936848536
442100.20844023884,4415594.706597402,444943.6754713127,4416607.047500135
445045.1346563604,4416449.813344781,445110.47085003415,4412452.4183675535
443486.64331888023,4410559.577699909,444449.51374395477,4404821.913371825
445363.03914312314,4405170.52507213,446985.97804282,4410426.865676157
447028.7116993863,4411532.067752089,445967.3000871516,4415317.744392657
445942.5014493085,4414954.966923863,451442.21741911257,4411950.075152013
451471.37824166723,4411962.0992657095,450845.74787467683,4412445.585227502
448112.702389008,4412176.169835828,452592.9897641315,4413365.782209116
452658.74543297425,4413073.463425399,456854.20593384147,4408110.619531244
454021.5938170191,4409575.548793443,430180.4729001654,4421183.303213344
430164.5653656798,4421125.728713182,441140.89081897907,4411379.7606680235
441948.06603403995,4411097.213958636,442168.610311041,4411525.094369516
442984.86995019665,4412687.743339665,444976.60923301865,4406919.21638666
447838.4882704098,4410098.015146716,446990.0260427923,4421726.096116391
447877.93553890975,4420512.344379176,446642.0391975752,4418633.969722732
446833.2160974852,4416508.191443167,442996.413576457,4415839.925973428
443036.12426429294,4415432.275826744,445799.4985283063,4418299.151644513
446832.43848759227,4416519.296336859,447339.86166790174,4413483.413001105
447587.89985398564,4413485.037992441,447359.77729604905,4416745.4018941615
446817.3056270967,4416556.0300012175,446486.8047824157,4420263.3591634035
446488.62273632654,4420278.8857835345,448316.87853336,4424757.155073744
448316.87853336,4424757.155073744,446738.18957657076,4413423.2052106755
446841.86571373034,4413450.2320556035,454828.4291141034,4416943.970047685
453169.21432946116,4414027.07729931,452958.8875320799,4413896.287469558
453035.6784575661,4413728.215926143,463744.01111655077,4427611.625212862
458237.40840933647,4420657.246776682,457945.8813945742,4419232.589424987
456945.22220469784,4419245.94025062,455442.68036615127,4419365.560747316
455440.3554203884,4419260.130651204,442829.07007209986,4415414.953411012
447022.56777034287,4410027.035088534,448623.79415668687,4409689.796762518
448659.22569995787,4409741.725768194,448876.81369893055,4410674.8318631705
448361.2758609299,4411490.766538447,452002.42432939727,4412070.850470492
451707.5570490628,4412110.444524254,454451.8704497999,4417589.967689446
454407.40975532855,4417588.013245207,451144.5805347378,4411422.534528885
445805.5589976229,4412886.997815483,449401.2330639063,4410538.153665456
449423.9205628463,4409698.896123875,448118.5605921973,4407108.176721465
448234.0446328359,4407097.405971009,446275.6648164108,4410038.902246364
447852.88225394604,4410075.718352973,447001.0239536947,4421710.480257309
445971.9490668029,4414645.083382645,450767.4092716323,4412633.66770656
450774.06107913895,4412736.848549104,450509.07590905274,4414876.293193681
450912.902410847,4414910.315848327,453599.9071291863,4421707.4186277045
453611.52962095174,4421651.850827263,462091.21559607086,4434769.922650745
455867.24186436203,4419336.454574327,458891.39301125734,4417071.962785358
459230.2055878554,4417287.690754518,459694.5271782087,4414725.751228185
455489.33691367175,4411529.206683091,453321.7321212247,4413094.914728751
451780.3408547628,4412122.194433483,446183.14088673645,4423123.639213802
445872.6346170078,4421257.775382045,446373.1373733,4419774.667280441
446781.99236716767,4417254.433800403,445991.67904372455,4414532.839282393
445957.37261518324,4414518.652538634,445398.09148142353,4413918.817179294
445948.1113056474,4413450.950259277,445846.9306598174,4412569.26072798
470952.96795192943,4415044.251415181,456932.3344225396,4417567.800605923
456921.2162978081,4417566.75341399,461401.2006514859,4418088.866268192
461088.9429268042,4417697.540142868,457385.03696197283,4418426.563446043
457320.0267860171,4418416.937395322,452746.10513835336,4420414.030723833
452018.26661459875,4422614.045446041,444374.84586789995,4421371.781853927
444503.5093252188,4422027.942261687,444281.63867152383,4415859.300854589
444371.4340352047,4415861.976175219,440561.12478334666,4420643.558574856
441842.5969674171,4421170.903086096,440270.5003998598,4426187.9451207295
440824.70101712266,4426193.606835151,442464.51066329255,4427263.264339741
444654.4775604104,4426343.5056251595,452472.1042345477,4417578.728778674
452613.9946538135,4417577.846659919,453287.03128746233,4422094.479395502
453463.75995254057,4422216.602025544,446938.55767322925,4424885.399088079
446941.1349846705,4424887.601056294,444426.16604439367,4422317.096352331
445393.7656760941,4421201.252093005,445401.7237529695,4419925.852682416
445370.1666489735,4419815.0828791885,448783.5598412051,4416928.849237618
450604.87155583996,4415937.883055791,453143.37798041967,4406872.67313833
453880.2393484848,4415928.501583561,452538.64487286034,4422912.692244425
452441.2701822356,4422913.299322644,453727.91436998144,4415482.120842446
453239.49646519305,4417544.021173978,468512.2804810638,4414949.590287338
454613.446176578,4417593.445025918,448930.1247829237,4422729.569328721
448941.066612211,4422832.721719205,453686.6250190456,4422762.446341907
453189.516724191,4422073.988697282,446158.28617242194,4417665.049210455
446168.3068757087,4417752.664719279,447683.27049299097,4422527.13497944
447797.48129921115,4422614.038392525,448438.0483157325,4421207.8064587
448588.43051200773,4421209.010891635,448945.09557614254,4422158.953062231
448923.7711824692,4422418.824926489,459106.7861974846,4428687.35849317
456833.745111977,4427471.2081077155,454289.1506307032,4425802.276291309
454284.84145316243,4425795.642481575,452985.3779111376,4426922.386458344
453003.00960603525,4425767.928692416,447210.1671948805,4424768.075550152
448228.63164497894,4423709.954026089,450480.6040440012,4421424.0265249135
